targetid,z,zerr,chi2,spectype,morphtype,ebv,flux_g,flux_r,flux_z,flux_w1,flux_w2,flux_ivar_g,flux_ivar_r,flux_ivar_z,flux_ivar_w1,flux_ivar_w2,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag
39633292802133803,0.18488614079468085,5.238130776389341e-05,8269.056385898963,GALAXY,SER,0.050698854,8.608099,27.717255,59.0589,69.195076,47.32509,209.25967,62.57451,31.417759,1.8726996,0.5961419,3.7422554,12.049704,25.675064,3.7422762,12.049767,25.675198,20.334328,20.070932,18.429193
39633303682157378,0.28522141893991504,9.017436727682752e-05,7700.744678152725,GALAXY,SER,0.04194899,6.80495,28.336332,60.548645,75.84799,49.015663,160.5614,38.060406,4.43963,1.6237216,0.5155057,2.0198908,8.41098,17.972454,2.0198908,8.41098,17.972454,0.0,0.0,0.0
39633310812471462,0.2408611148794874,1.9185331119990246e-05,7591.345430016518,GALAXY,SER,0.046459876,6.2868366,14.843424,25.907322,24.480703,19.910435,200.95135,59.013374,17.76898,2.6524472,0.6806291,1.3460683,3.1781106,5.546991,1.3460683,3.1781106,5.546991,0.0,0.0,0.0
39633314356660750,0.18571940009810065,3.6104071290094615e-05,7819.272940829396,GALAXY,EXP,0.040286135,21.388285,48.38323,83.13556,72.60258,59.460644,50.991074,14.024543,2.8889008,1.3760238,0.4120375,1.2393416,2.8035605,4.8172803,1.2402368,2.8042777,4.817406,0.0,0.0,0.0
39633324821448382,-0.0003047167292317941,1.1630420583876927e-05,7997.022650030216,STAR,PSF,0.063583605,12.883975,22.867474,29.79354,8.037067,3.2875755,300.03918,115.47024,95.38509,3.363907,0.834289,10.035406,17.811615,23.20637,10.035431,17.811722,23.206661,19.223478,19.594414,18.60969
39633310778919046,0.44958138743054077,2.0339042960745302e-05,7902.293941736221,GALAXY,DEV,0.042424936,5.8641086,19.633749,42.60027,54.95672,41.979675,84.03912,19.883709,10.097488,1.227672,0.3573241,0.8953499,2.9977407,6.5043387,0.90102094,3.0055597,6.505558,0.0,0.0,0.0
39633314306330137,0.23087416942299058,5.313440506687183e-06,8819.129439115524,GALAXY,REX,0.042145383,6.8547635,14.096778,23.091658,40.595116,26.73432,293.16254,80.926346,55.592995,2.7896662,0.7358568,2.9221885,6.0094624,9.843983,3.0150836,6.1955395,10.166768,0.0,0.0,0.0
39633321302427175,0.3582229321713633,5.5111860968715234e-06,8784.915175437927,GALAXY,REX,0.041205768,3.921514,9.555171,17.945261,26.937962,23.605434,631.68896,145.99167,48.42032,2.7756639,0.76686704,1.823927,4.4441853,8.346482,1.8533539,4.582849,8.677231,0.0,0.0,0.0
39633321335981050,-2.322572309479025e-05,4.78545041225356e-06,9523.864348884603,STAR,PSF,0.04327449,32.521206,54.79321,68.17365,19.45739,11.861197,134.5154,50.728363,41.313595,3.0009472,0.80457884,25.30336,42.63225,53.043007,28.271336,48.477005,60.90439,18.221588,18.422039,17.443466
39633341846129026,0.03939054944753907,1.2829868359166884e-05,18271.070781301707,GALAXY,SER,0.083789915,614.8208,1604.159,3232.2488,2904.8845,1715.4229,7.5989795,1.6675358,0.73250735,0.11580524,0.064837895,51.45964,134.26587,270.5347,51.459984,134.26671,270.5348,0.0,0.0,0.0
39633377380271130,9.564199497968415e-05,6.67797205922141e-07,335195.5892492532,STAR,PSF,0.06627286,153.03442,470.62888,593.56476,202.83218,94.66743,0.07191316,0.0037432364,0.10154824,0.39894578,0.24001269,119.12568,366.34885,462.0451,320.0419,549.16864,657.53204,16.53239,0.0,0.0
39633392727230341,0.21582414771058347,6.996362896944513e-06,7620.468437790871,GALAXY,REX,0.03876064,11.23936,21.202017,30.416388,28.675652,19.522917,127.13797,39.925713,19.791672,2.6756783,0.7856293,1.926209,3.633616,5.2127805,1.9262092,3.6336164,5.2127814,0.0,0.0,0.0
39633368018586748,0.1325542981915569,9.912629257003357e-06,7789.848986387253,GALAXY,SER,0.063992925,10.021461,21.473522,38.25688,51.591095,33.727787,97.46431,33.883286,12.772711,2.1445131,0.6259867,1.6071643,3.4437575,6.135343,1.6071644,3.4437575,6.135343,0.0,0.0,0.0
39633383608814557,0.4029089083816117,5.969529497366848e-05,7708.884423755109,GALAXY,SER,0.054963112,4.187785,17.925442,42.12546,80.597664,54.57492,214.8432,48.94819,17.824839,1.9585341,0.6222657,0.90378785,3.8685837,9.091317,0.9038485,3.868664,9.091456,0.0,0.0,0.0
39633437631447448,-0.00017497631046318625,2.135173701479817e-06,10864.16098986425,STAR,PSF,0.079466105,36.914783,82.69448,116.71301,47.2139,24.493004,98.050095,46.493504,48.553158,2.768634,0.8792812,28.718987,64.3347,90.80046,28.718987,64.3347,90.80046,17.859577,18.417225,17.163837
39633440252888161,-0.00019362532334146095,7.731224564423142e-06,8177.727110161337,STAR,PSF,0.12381112,11.413864,23.911669,33.956448,12.072708,5.1696515,419.58997,124.74857,74.44837,3.7985039,1.0234289,8.886951,18.61787,26.438839,8.886951,18.61787,26.438839,19.192623,19.71588,18.49318
39633447928464531,-4.815361471763891e-05,2.4074352364900792e-06,16543.278348608146,STAR,PSF,0.10244385,62.39266,111.40241,139.75522,44.02441,22.27914,175.0827,58.70522,25.466848,2.5431828,0.83419216,48.55724,86.6992,108.76485,48.55951,86.704475,108.78283,17.495592,17.928007,16.905628
39633445369941585,-0.00017158078196550443,1.977098055440733e-06,24332.329072796092,STAR,PSF,0.066043735,19.480694,76.54028,181.81427,108.11004,58.043243,264.58517,71.51245,36.320618,1.9310577,0.74598,15.132627,59.456585,141.23355,15.13269,59.456738,141.23361,17.868103,18.773596,16.897985
39633447915881095,0.06697066272529392,2.351324461077764e-05,8044.191196259111,GALAXY,SER,0.075980574,30.54532,75.86131,136.70764,123.012375,76.67963,53.498657,16.394922,4.082934,1.239399,0.43732113,3.3898132,8.418824,15.171337,3.3898144,8.418825,15.171338,0.0,0.0,0.0
39633355309844812,0.019888728055578966,6.332399759570127e-06,7420.12294838205,GALAXY,SER,0.010071877,11.734157,17.545044,22.279762,9.695366,8.545453,92.67548,22.011173,16.009594,3.0649567,0.8687081,1.724029,2.5777874,3.2734313,1.724029,2.582519,3.3170493,0.0,0.0,0.0
39633377623540000,0.1314504666904758,2.92366811204054e-05,9098.83971182257,GALAXY,SER,0.008678192,26.503677,68.72784,126.64285,109.50608,70.47989,158.49837,39.43508,19.715324,1.9504912,0.7268355,12.348798,32.022205,59.006416,12.348798,32.022205,59.006416,19.291245,18.943905,17.473976
39633383818530010,0.17044339017414423,5.459567737322439e-05,7901.977666081861,GALAXY,DEV,0.008478721,13.249594,38.643707,75.66535,78.86965,53.323566,100.18535,34.308586,29.515959,2.1579976,0.73116916,5.195334,15.152688,29.669344,5.195334,15.152688,29.669344,0.0,0.0,0.0
39633386897148771,0.4295773190718373,4.832312319343735e-05,8036.605637088418,GALAXY,SER,0.010963516,4.553037,21.826742,47.40363,77.83259,51.629456,176.06013,48.51814,17.617525,2.0096269,0.7162769,1.4383018,6.895055,14.974779,1.4385935,6.8963447,14.97659,0.0,0.0,0.0
39633386884564835,0.25803155583073445,6.468208686776102e-05,7531.297559360042,GALAXY,DEV,0.008411334,5.268485,15.788889,28.387526,28.848238,20.48981,299.917,102.89507,49.272606,3.2488055,0.93465185,3.1969097,9.580676,17.225512,3.1973567,9.581635,17.227,20.608496,20.131962,18.881987
39633395902317074,0.07438422664907883,1.7111703159471122e-05,10272.01471874863,GALAXY,DEV,0.0083684,89.222855,203.37512,372.45386,300.27835,181.70503,30.959738,13.721698,7.287677,0.90391177,0.4036397,24.096947,54.926727,100.59083,24.096947,54.926727,100.59083,0.0,0.0,0.0
39633389887688291,0.281469595800775,7.881941206308883e-05,7914.900924272835,GALAXY,DEV,0.007063794,3.5181048,13.748267,28.16084,33.473015,24.084023,226.39108,81.557205,19.521896,3.1408293,0.9340584,1.5364596,6.004272,12.298665,1.5364596,6.004272,12.298665,0.0,0.0,0.0
39633389891880992,-4.5162827009036454e-05,5.5230769506819675e-06,9500.812547136862,STAR,PSF,0.0066919727,9.143203,30.606773,59.153034,29.685528,17.239235,339.81323,124.29795,29.937445,3.5533898,1.0603777,7.099904,23.766853,45.93367,7.099904,23.766853,45.93367,18.916336,19.732489,18.042288
39633395877152905,0.35192089318486575,4.430927467010277e-05,7809.005840010941,GALAXY,EXP,0.006524798,3.400889,10.406305,21.268461,32.104473,25.884886,246.1858,69.44974,21.098827,3.0915644,0.8881387,1.0175118,3.113462,6.3633103,1.0175118,3.1134622,6.363311,0.0,0.0,0.0
39633398825748305,0.39550692903274043,8.118464636806025e-05,7751.819649092853,GALAXY,DEV,0.007639213,4.172576,18.450184,34.675766,49.65931,31.204021,245.62949,77.815414,33.533768,2.6812358,0.8920794,1.8920394,8.366169,15.723599,1.8920422,8.366176,15.723611,20.802227,20.486845,18.83511
39633424415195202,-0.0003524641546047274,3.6466060114831966e-06,8881.803847174244,STAR,PSF,0.010688916,21.946043,52.721035,78.71535,33.392094,17.411835,216.14742,53.12395,83.12865,3.6131241,1.1644052,17.023525,40.895657,61.05942,17.023525,40.895657,61.05942,18.33728,18.917143,17.595547
39633435165197249,0.5084225255065179,0.00011390231098476947,7597.954120084643,GALAXY,SER,0.009898356,2.7232974,14.29762,40.081455,76.590614,48.03192,253.8229,95.76983,18.657387,2.0557623,0.75375235,0.9341434,4.904359,13.748712,0.9341488,4.90438,13.748754,0.0,0.0,0.0
39633416135640681,0.11897132161460706,5.988576069350958e-06,7416.1840007305145,GALAXY,SER,0.012701289,12.576002,20.78512,30.71455,25.54342,14.327482,132.8403,55.930283,21.157797,3.1617177,0.92955637,3.2515383,5.3740144,7.9412785,3.2520478,5.375132,7.9428334,0.0,0.0,0.0
39633416139836547,0.42716277232225514,4.256667689394496e-05,7692.070373103023,GALAXY,DEV,0.013273423,2.0654485,8.122819,17.141697,33.45563,21.204468,230.49408,70.16037,23.508484,2.9725494,0.9057628,0.7540815,2.9655871,6.2583194,0.7540815,2.9655871,6.2583194,0.0,0.0,0.0
39633435274251992,-1.5215561315135207e-05,2.2284351841505545e-06,15811.371417415487,STAR,PSF,0.01024653,10.587927,40.197342,165.612,105.67321,70.57415,289.93176,73.34043,18.288712,1.9599941,0.8091786,8.183876,31.0703,128.00882,8.187626,31.07444,128.00883,18.319347,19.539984,17.2106
39633450696704143,0.16743943989284296,3.008362876402008e-05,7650.043636344373,GALAXY,SER,0.009738367,3.680985,8.799788,16.576513,19.231554,14.839484,297.87424,95.34053,31.179483,4.0865474,1.1877781,1.2492049,2.986358,5.6255217,1.2492049,2.986358,5.6255217,0.0,0.0,0.0
39633445663541100,0.21163636722101403,4.6459865666555464e-05,7736.34408480674,GALAXY,SER,0.009212652,9.792851,28.596985,53.71403,55.790558,39.365353,150.56995,39.308662,24.223475,2.8812037,0.9670373,3.325089,9.709891,18.238195,3.325089,9.709891,18.238195,0.0,0.0,0.0
39633458116431103,7.538833664221022e-05,2.5950904175870677e-06,19424.78774447949,STAR,PSF,0.012902551,22.682497,87.98387,232.47664,131.4454,79.39863,184.4252,43.803925,8.696872,1.9346514,0.84360445,17.501295,67.886345,179.37366,17.501295,67.886345,179.37366,17.666557,18.641653,16.66618
39633458099651442,0.1462290246299674,1.5306749037845545e-05,7597.146148979664,GALAXY,SER,0.012084687,15.960088,38.86532,69.32075,67.63714,45.503506,140.50397,33.510048,18.457006,2.5262284,0.8930809,3.7383094,9.10337,16.236902,3.7383094,9.10337,16.236902,0.0,0.0,0.0
39633462881158504,0.3312783746935143,5.1443943193466445e-06,8885.811207771301,GALAXY,DEV,0.00916195,8.722091,18.326508,32.717346,48.81218,46.29406,204.03606,51.870594,25.379642,2.7770667,0.858481,3.0074315,6.319095,11.281147,3.0074315,6.319095,11.281147,0.0,0.0,0.0
39633469923395781,0.22186072761439424,9.680520996269515e-06,8110.703075706959,GALAXY,EXP,0.013819509,11.656621,26.31114,47.89083,65.66536,53.85204,155.58296,31.503927,11.960264,2.5631886,0.8618422,3.4631176,7.816894,14.2281,3.4631424,7.8169236,14.22813,0.0,0.0,0.0
39633472226069572,0.15151385494307892,4.204836611544252e-05,7454.566083781421,GALAXY,SER,0.015870716,17.268946,37.707275,62.94937,48.318737,29.500158,49.52748,9.608488,10.632248,2.7174234,0.9142181,2.739236,5.9812064,9.985161,2.7392442,5.9812255,9.98517,0.0,0.0,0.0
39633472234455360,-7.534720177980487e-05,1.1898508328998228e-06,20983.91577816854,STAR,PSF,0.014711811,196.40045,345.40268,437.15103,139.25919,74.23721,27.756912,2.9192939,8.057236,1.8504936,0.864883,152.88644,268.8761,340.2969,152.8869,268.87714,340.29858,16.263052,16.679136,15.678768
39633478949537439,0.3171986830184848,9.626446720015154e-05,7992.697146354243,GALAXY,DEV,0.009718503,4.228208,18.825163,41.07953,60.947548,41.16926,187.77007,46.57863,23.13113,2.829957,0.99221283,1.868048,8.317071,18.149185,1.868048,8.317071,18.149185,0.0,0.0,0.0
39633483328391152,0.18814948201376874,0.00010116874065415376,8273.416294230614,GALAXY,SER,0.01641392,11.76918,34.848156,66.5057,56.292995,34.976322,101.72418,29.248556,9.727328,2.1957579,0.7614032,2.8711395,8.501349,16.224337,2.8711395,8.501349,16.224337,0.0,0.0,0.0
39633440441634181,0.27486539814326466,1.3353845606521635e-05,7918.123005092144,GALAXY,SER,0.0318414,14.671683,42.209038,82.22543,96.432625,81.74381,75.04712,26.506256,11.110644,1.7589864,0.6119583,2.2895763,6.5868936,12.831616,2.2912965,6.5893273,12.834149,0.0,0.0,0.0
39633442995964042,-0.000131245781197199,1.2261353969456516e-06,16070.847230678295,STAR,PSF,0.012759504,140.84108,247.67001,296.4296,91.0973,46.98605,53.456657,15.88697,19.36303,2.2786505,0.9289671,109.64276,192.80756,230.76619,109.64276,192.80756,230.76619,16.63485,17.048613,16.072315
39633472129599975,-5.502346070901234e-05,1.1844082037439116e-06,22288.73699912973,STAR,PSF,0.016757578,129.14491,275.3042,365.6355,151.895,79.54384,50.40602,14.378128,0.3669051,1.807923,0.8669473,100.301865,213.81816,283.97498,100.301865,213.81816,283.97498,16.530592,17.05586,15.862135
39633481084438596,0.1633629202110809,7.226901996633014e-05,7704.687207702547,GALAXY,SER,0.018967006,9.865269,27.234314,53.661648,53.27101,36.844963,196.53864,46.033237,16.115114,2.9885838,1.0391363,3.9192066,10.819463,21.318333,3.9192314,10.8195,21.318373,20.59966,20.022753,18.515343
39633483252893286,0.24021968413013964,4.7798431154946366e-05,7779.585177697241,GALAXY,DEV,0.015311902,6.0116854,21.674208,48.424957,65.15146,47.691837,358.91193,72.37707,20.479464,2.6677985,0.94123316,2.2683232,8.17809,18.271656,2.2683232,8.17809,18.271656,0.0,0.0,0.0
39633465221579619,-0.00011725883347544343,2.632777793784997e-06,9949.426400604263,STAR,PSF,0.013753015,29.499554,68.65292,100.849434,43.144207,18.637096,184.95755,50.555206,42.605938,3.4241722,1.1994057,22.92463,53.351414,78.371895,22.92463,53.351414,78.371895,18.062765,18.66633,17.328583
39633472179929165,-4.134681612576889e-05,2.6393841904766844e-06,13101.358972622987,STAR,PSF,0.010833157,23.627556,69.35066,122.58564,59.781307,30.372498,247.093,42.902603,37.566116,2.9057078,1.0781937,18.355268,53.875652,95.231705,18.355268,53.875652,95.231705,18.053904,18.75948,17.210047
39633485438126505,0.1895554014695724,7.661067673919553e-05,8306.129590470344,GALAXY,DEV,0.011412319,6.3439918,19.534122,37.577644,40.97328,28.91138,130.14957,22.004553,31.676592,3.1519701,1.0469999,3.0944676,9.528339,18.329596,3.1799204,9.6842575,18.613806,0.0,0.0,0.0
39633487568831968,0.1921409713939987,2.73340419444315e-05,7829.937600150704,GALAXY,EXP,0.011576055,3.5590558,8.821213,18.274673,26.452156,16.02936,238.85428,76.155106,26.053823,3.741268,1.173849,1.2543504,3.1089406,6.4407096,1.2543523,3.108943,6.4407125,0.0,0.0,0.0
2782257962024966,-0.00018484949820739762,1.5729130634242052e-05,7728.703747746533,STAR,,0.017288642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39633481105410133,0.21085579067756285,5.081454273260183e-05,8381.97290321812,GALAXY,SER,0.011561171,22.96706,78.583786,155.3076,165.21918,117.06296,85.104324,24.081718,13.899274,1.3758081,0.57052636,6.4894013,22.204048,43.882557,6.489898,22.205137,43.883533,19.936325,19.435894,17.711254
39633499753284976,0.20005592546033255,4.969689571247061e-05,7913.8952313661575,GALAXY,SER,0.014825071,13.467473,41.885586,81.703415,80.2124,54.20927,173.03864,52.198517,19.623121,2.5299537,0.9563,5.368775,16.697586,32.57087,5.368775,16.697586,32.57087,0.0,0.0,0.0
39633429767129670,0.16955411780371568,7.685836523822991e-06,7550.98763525486,GALAXY,EXP,0.034565773,8.981223,15.739108,23.51855,15.762029,11.05757,134.28091,49.590973,29.563934,3.187235,0.85087603,2.0189168,3.5380425,5.2868075,2.0201068,3.5402415,5.288897,0.0,0.0,0.0
39633442916271703,-0.0004129692982308092,9.563408436007824e-06,11124.867894441106,GALAXY,PSF,0.11342057,115.63548,148.46594,153.4538,33.82757,16.630127,49.932434,24.532341,51.410313,3.2966945,1.0285854,90.00546,115.55922,119.441536,90.00546,115.55922,119.441536,17.108536,17.350552,16.697243
39633437753083556,0.12811225634609497,5.839019721307639e-06,7776.815395355225,GALAXY,EXP,0.03040875,7.781385,16.05472,28.717787,32.449932,25.25544,412.39813,124.70997,43.80589,3.2316837,0.8979903,4.159555,8.582084,15.351151,4.159555,8.582084,15.351151,0.0,0.0,0.0
39633455528543904,0.40052666822758953,7.676865269234981e-05,7572.221820764244,GALAXY,SER,0.023305947,2.9781055,15.409683,34.817825,58.1425,35.745243,243.17928,59.3659,20.597004,2.5406067,0.86197746,1.0605817,5.4877934,12.399544,1.0682247,5.5232406,12.459643,0.0,0.0,0.0
39633457923491542,0.4699297191273578,8.83994465382509e-05,7336.793697614223,GALAXY,DEV,0.083297074,2.0540593,13.5160265,40.064045,89.2267,56.74899,265.55127,67.48805,15.423179,1.895534,0.6797541,0.6395544,4.2083664,12.474389,0.6395544,4.2083664,12.474389,0.0,0.0,0.0
39633478811124869,0.03352337963258393,1.1367418040676968e-05,7375.663055473939,GALAXY,SER,0.04486726,21.966682,38.36801,53.848915,28.699223,16.28269,81.60503,19.80843,6.386956,2.030468,0.60307664,1.7524804,3.0609627,4.296014,1.7525587,3.061215,4.296522,0.0,0.0,0.0
39633467419394655,0.17612649150440118,5.1025863745221926e-05,8041.877944914624,GALAXY,SER,0.1431483,14.741125,46.467308,104.250694,118.39802,77.39388,110.50457,44.288086,14.173448,1.6149194,0.59882957,3.1141586,9.816522,22.023638,3.1174679,9.820789,22.026035,0.0,0.0,0.0
39633476550394612,0.24831603441441036,9.045560744850956e-06,8470.089059114456,GALAXY,SER,0.076421425,3.625201,11.346103,25.071524,32.459133,25.793436,348.01642,44.024048,34.54012,3.265074,0.97003996,1.5271124,4.7795343,10.561354,1.5271124,4.7795343,10.561354,0.0,0.0,0.0
39633478773376496,0.23836413484272537,5.981328468887097e-05,8641.431919898838,GALAXY,SER,0.07585699,7.870971,31.925787,69.269615,87.07425,64.72205,289.2917,72.59619,31.800854,2.2013793,0.76644987,3.4781394,14.107832,30.609865,3.4781394,14.107832,30.609865,0.0,0.0,0.0
39633474381938740,0.40131938469621864,7.402242737872937e-05,8361.513486545533,GALAXY,DEV,0.015506622,3.1972384,16.44581,39.161545,68.11291,42.945892,167.6578,49.66048,16.57476,2.1617622,0.75598556,1.0398259,5.3486094,12.736363,1.0398259,5.3486094,12.736363,0.0,0.0,0.0
39633472125403762,0.2669786449084567,1.2898065184353968e-05,7986.215519666672,GALAXY,REX,0.014313044,6.2860785,17.847706,33.335167,43.384,34.404156,231.94511,82.62921,30.221832,3.248112,1.1002461,2.559959,7.268346,13.575499,2.559959,7.268346,13.575499,0.0,0.0,0.0
39633485387792538,0.16195300742054625,6.906388351491845e-06,8123.969614744186,GALAXY,SER,0.017136047,15.3136835,27.63264,43.285175,38.178123,32.734386,181.67407,43.80716,36.20668,3.1380453,1.1044186,5.0993505,9.201478,14.413664,5.0997725,9.202071,14.416064,0.0,0.0,0.0
39633485391987400,-1.8160200340746637e-06,1.2575016272536278e-06,22846.37273681871,STAR,PSF,0.017529028,206.85869,317.01767,328.02725,95.57803,51.24051,31.076302,8.427933,0.051473826,1.8681774,0.8497428,160.92033,246.61565,255.18028,160.92033,246.61565,255.18028,16.33816,16.67352,15.830733
39633481050883723,-0.0001781362333061776,2.025854811892635e-06,19960.867950525455,STAR,PSF,0.02422063,18.747925,71.15005,170.3294,99.70963,53.376804,287.1823,62.81554,25.395943,2.18666,0.898801,14.467425,54.90517,131.44003,14.467425,54.90517,131.44003,17.928595,18.804276,16.9449
39633485362628400,-0.0005594219262781186,5.939932147508732e-06,9272.325283929515,STAR,PSF,0.021345174,58.12182,78.54119,84.49016,19.712914,11.701847,103.08377,49.351547,42.730644,3.8685455,1.1203628,45.151005,61.013466,65.63483,45.151005,61.013466,65.63483,17.821764,18.081089,17.39182
39633485375212279,0.27365879960256223,4.268365846473118e-05,7048.475896678865,GALAXY,SER,0.018907858,5.9977446,21.104786,43.888374,63.23027,46.49917,234.10733,65.598,33.9879,2.6982944,0.9308675,1.9704334,6.9335356,14.418607,1.9704335,6.933536,14.418607,0.0,0.0,0.0
39633476609116518,-9.686004668526404e-05,4.237977418804498e-06,10383.010015272557,STAR,PSF,0.03487949,6.1927705,25.04856,88.13734,63.385315,41.705967,388.4442,102.32464,38.795208,2.6351368,0.91978794,4.8049493,19.43509,68.38545,4.8049493,19.43509,68.38545,18.917788,20.000956,17.774456
39633481017329096,0.4818819050619299,1.7830745552354422e-05,9267.29944396019,GALAXY,REX,0.019409861,5.2337117,15.5779705,31.03472,66.66338,66.160126,295.46915,91.20108,28.487291,2.6113575,0.83332694,2.0847976,6.2053313,12.362375,2.0866804,6.209711,12.371092,0.0,0.0,0.0
39633485358434567,0.18489836267433174,4.433930495291846e-05,9492.632423050702,GALAXY,SER,0.020159397,16.700829,53.05186,112.65078,125.050446,89.69712,86.806755,22.278027,11.784479,1.6627947,0.6244753,5.680315,18.044092,38.31498,5.6917706,18.058405,38.315125,20.058517,19.591352,17.850876
39633497710658834,0.22421095580313058,1.2169445520540432e-05,6760.221018016338,GALAXY,EXP,0.04023385,8.589284,18.653633,29.566397,27.290552,18.827255,172.18524,63.748302,21.408937,3.1885407,0.9690616,1.5976272,3.46962,5.49942,1.5976272,3.46962,5.49942,0.0,0.0,0.0
39633491687640008,0.26386114515565856,7.707430991375715e-06,7796.691651344299,GALAXY,REX,0.014309494,7.937569,15.214906,22.403723,21.482475,20.344912,203.36652,60.68351,26.6511,4.149428,1.2497857,2.3785942,4.5593414,6.713562,2.3785942,4.5593414,6.713562,0.0,0.0,0.0
39633512839512618,0.13871593112468583,9.313776580966353e-06,7072.775614649057,GALAXY,SER,0.022701342,6.324339,9.119511,10.648895,6.6951694,2.7329197,244.00916,103.803566,20.56204,5.1469836,1.5255749,1.7302517,2.4949718,2.9133902,1.7302517,2.4949718,2.9133902,0.0,0.0,0.0
39633512831123746,0.15712514074241618,9.839386651515858e-06,7515.765461266041,GALAXY,SER,0.033970706,12.158742,20.873804,30.541689,21.486124,12.6643715,127.88552,34.040634,6.9568486,3.4290745,1.051178,2.3385248,4.014717,5.8741684,2.3385248,4.014717,5.8741684,0.0,0.0,0.0
39633516362727672,0.12126510513200899,1.8499250630158795e-05,7522.391945719719,GALAXY,SER,0.021533841,17.727718,44.660927,90.64122,93.12326,61.215405,173.02756,45.291145,11.659568,2.1309652,0.8466333,4.193513,10.564596,21.441288,4.193939,10.56515,21.441708,0.0,0.0,0.0
39633521446226070,0.25608651711681674,4.49250349514341e-05,8146.70784701407,GALAXY,SER,0.020488223,6.2158775,20.640032,44.605606,82.18548,70.384796,244.52452,28.053467,16.692066,2.3800719,0.84796584,2.1723473,7.213353,15.588928,2.1731546,7.215562,15.593575,0.0,0.0,0.0
2782259899793410,0.5130305485536834,9.318987241131267e-05,10183.54909749329,GALAXY,,0.058942467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39633491612139878,0.17683077970056046,9.279220714410523e-05,7560.472280334681,GALAXY,REX,0.061698668,3.9285817,12.0508175,24.409187,21.98412,14.001231,462.715,93.84985,38.575977,3.1304398,1.0112858,1.9306802,5.9223084,11.995763,1.9307344,5.922414,11.995887,0.0,0.0,0.0
39633509123360116,0.22768555427048803,1.945386759025386e-05,7472.328767180443,GALAXY,DEV,0.10264433,15.031968,41.229923,84.08863,91.30382,80.495384,67.38934,16.178452,11.086718,1.3831587,0.48743653,2.5324776,6.9461203,14.166647,2.5328195,6.94714,14.168133,0.0,0.0,0.0
39633512772404991,0.2564703954927304,3.402530895392492e-05,7619.698747657239,GALAXY,SER,0.087432325,7.746418,21.201008,40.750755,41.688885,35.2498,146.99146,61.963966,11.415955,2.7348309,0.8613561,1.3859428,3.7931573,7.290881,1.3859428,3.7931573,7.290881,0.0,0.0,0.0
39633505373653897,0.08482903263773066,1.2807684051670384e-05,9912.157428599894,GALAXY,SER,0.03925871,93.34811,225.01,444.71597,423.2877,269.24384,53.349525,17.53391,4.557257,0.7357454,0.3647383,15.950266,38.447155,75.98802,15.950266,38.447155,75.98802,0.0,0.0,0.0
39633505377845454,0.00016385907165582272,2.7613336640135024e-06,15642.301401157529,STAR,PSF,0.04492242,6.065395,24.856152,129.19547,89.38184,54.94865,355.02222,121.93175,35.088566,2.4128351,0.9355279,4.712497,19.311941,100.37818,4.712497,19.311941,100.37818,18.70822,20.01699,17.511839
39633523040061087,-6.186037179759212e-05,1.0504017714147453e-06,51840.83605133911,STAR,PSF,0.069606096,35.599056,145.48932,479.24158,339.08704,188.58836,143.1845,41.94417,0.18362552,1.0007423,0.5519627,27.541037,112.5571,370.76288,27.541056,112.557144,370.76294,16.995644,18.128744,15.92844
39633524684227742,-0.00046635213346781347,3.2607136596049713e-06,12204.748491340193,STAR,PSF,0.06559163,20.059263,64.10021,134.09848,75.374664,39.17802,259.7478,71.494194,31.638668,2.7470655,1.1037318,15.529131,49.623985,103.81403,15.529132,49.623985,103.81403,18.100832,18.932966,17.193443
39633529394431103,-0.00012383614225800323,9.362946752683207e-07,94501.77213558076,STAR,PSF,0.09042209,37.04628,139.33302,663.89087,435.6904,269.3443,174.60838,40.436142,1.9825816,0.8468233,0.47147635,28.374626,106.718475,508.48978,28.374626,106.718475,508.48978,16.849459,18.155542,15.70816
39633530900187261,0.1005055997439663,5.0985091238779926e-05,7715.891230341978,GALAXY,SER,0.07090812,18.882524,46.6375,85.99001,61.840424,36.02144,100.43902,38.92636,11.700838,2.019942,0.77615184,3.9664104,9.796543,18.062822,3.9664104,9.796543,18.062822,0.0,0.0,0.0
39633526227731155,0.2971042036974506,0.00011811485039416661,7771.327342634089,GALAXY,REX,0.059695456,1.8977937,8.391797,17.897846,23.748318,14.836325,636.58997,234.75816,50.274208,3.7327952,1.2456636,1.2321804,5.4485416,11.620534,1.2321804,5.4485416,11.620534,0.0,0.0,0.0
39633535262261636,0.27043879132373133,8.884736569731721e-05,7612.140386849642,GALAXY,SER,0.0391131,5.221492,20.862984,43.873875,54.277996,38.00757,143.01517,72.49408,38.254757,2.843027,1.030024,1.7942924,7.1692715,15.076642,1.7943062,7.1692877,15.076692,0.0,0.0,0.0
