targetid,z,zerr,chi2,spectype,morphtype,ebv,flux_g,flux_r,flux_z,flux_w1,flux_w2,flux_ivar_g,flux_ivar_r,flux_ivar_z,flux_ivar_w1,flux_ivar_w2,fiberflux_g,fiberflux_r,fiberflux_z,fibertotflux_g,fibertotflux_r,fibertotflux_z,gaia_phot_g_mean_mag,gaia_phot_bp_mean_mag,gaia_phot_rp_mean_mag
1152921504619435527,-3.824001558878671e-05,4.481988732144973e-06,14892.817329817703,STAR,,0.05162886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.403383,0.0,0.0
2305843012942433355,-6.953920452076184e-05,3.822802211636241e-06,8263.021712450764,STAR,GPSF,0.1771419,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81798,18.380072,17.086666
2305843012950841090,4.4456109768296004e-05,6.850911362668871e-07,105931.54829622986,STAR,GPSF,0.13681357,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.626845,13.854865,13.261581
2305843012950843292,-5.9100244704433555e-05,1.0866016801222741e-06,46184.95872724525,STAR,GPSF,0.16850616,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.552247,14.9046335,14.034082
2305843012963417838,-0.00027246407185218624,4.6397351142835364e-07,131375.83189705585,STAR,GPSF,0.13248321,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.780559,14.16168,13.242105
2305843012967610794,1.6080467309338387e-05,2.1679747991490405e-07,375729.9352753471,STAR,GPSF,0.1681776,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.847852,13.572109,12.034561
2305843013353498185,-5.952447257499172e-06,7.213749540247704e-07,91089.86482983985,STAR,GPSF,0.13520095,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.603076,13.911909,13.136317
2305843013366087302,2.5051177177476274e-05,1.4678694399820084e-06,17391.133460610927,STAR,GPSF,0.10743927,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.501932,15.906147,14.944733
2305843013366076465,-9.089931646496343e-05,9.84572330352325e-07,31322.550708270723,STAR,GPSF,0.10665643,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.146218,15.467619,14.661922
2305843013445747707,1.6351640744467273,9.204993490790501e-05,8178.603264272213,GALAXY,GPSF,0.20001692,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.049133,18.470432,17.504623
2305843013575771360,1.2222125374700203e-05,3.4675235011748575e-06,8241.595900293425,STAR,GPSF,0.049555186,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.785202,18.335024,17.097136
2305843014414635621,0.0001460479080612301,3.6019574420838046e-06,13548.48129512751,STAR,GPSF,0.023696827,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.904877,19.296946,16.708792
2305843014427214198,-3.8638958016542823e-05,4.858148692349897e-07,340821.51954573777,STAR,GPSF,0.020697206,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0439625,15.433991,12.883468
2305843014444000056,-7.953045769045366e-05,3.6759288249179844e-06,11303.743687579428,STAR,GPSF,0.015939372,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.48106,18.305555,16.578327
2305843014444000364,3.112667815554672e-05,6.622894134291891e-07,27210.041308740623,STAR,GPSF,0.016221229,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.580758,13.906152,13.095923
2305843014536275094,0.00010094655580979529,3.750120246921915e-06,12567.622944583069,STAR,GPSF,0.014764371,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.366379,19.547665,16.859558
2305843014536274967,4.673555364124218e-05,4.527827728435852e-06,11381.376704760836,STAR,GPSF,0.018676296,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.335669,19.660284,17.171036
2305843014745982826,7.762387466413733e-05,6.503826116704269e-07,91902.04167737238,STAR,GPSF,0.020144492,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.095404,15.855548,14.247412
2305843014766957492,-0.00013982913712275597,5.470031269976852e-07,220778.34303347077,STAR,GPSF,0.01586418,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.819364,14.670511,12.920989
2305843014775348031,0.0007000930971581174,9.49238563399948e-06,8055.465513304853,STAR,GPSF,0.0147662135,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83952,18.261482,17.254597
2305843014775345263,-0.0002047242640688439,6.559157251111204e-07,30567.83515453634,STAR,GPSF,0.015013773,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.608089,13.925041,13.138027
2305843014775345764,7.014912054403996e-06,1.7393428202711237e-06,25584.814818289404,STAR,GPSF,0.0138465725,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.920948,16.815935,14.981076
2305843014779541367,-7.84726958557531e-05,2.4673824917783767e-06,10598.119783217258,STAR,GPSF,0.011363167,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.740393,16.062372,15.259576
2305843014855039806,0.00031068491276368515,1.6018601280732715e-05,6728.4282732850215,STAR,GPSF,0.0338641,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.832281,19.146643,18.272528
2305843014867620761,9.050226110453657e-05,9.503106362507621e-06,7053.142354030641,STAR,GPSF,0.023304714,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.621302,17.899233,17.166653
2305843014880202183,-4.395086210052146e-05,4.300766922111319e-07,80765.4102069429,STAR,GPSF,0.020302577,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.31555,14.744448,13.741858
2305843014888592877,-0.00010234580680416919,6.842722541813287e-07,44820.530897287754,STAR,GPSF,0.020156901,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.206814,13.7039795,12.565419
2305843014905366016,8.041038928203911e-05,2.576213436054053e-07,164441.68590721022,STAR,GPSF,0.019343192,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.451316,12.930961,11.831334
2305843014926338314,7.000456240724357e-05,3.4570353494932233e-07,217729.72946914492,STAR,GPSF,0.021424476,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.580077,14.15401,12.874017
2305843014926343435,3.512863837629992e-05,8.055813872805164e-07,123508.69244981956,STAR,GPSF,0.020770343,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.550269,16.982014,14.3653555
2305843015136059172,4.146669322244967e-05,8.84138587614914e-07,38969.29366465472,STAR,GPSF,0.012049176,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.418002,16.057528,14.65738
2305843015475795507,-8.179368548440422e-05,1.0449235330635303e-06,19276.608617228514,STAR,GPSF,0.01598321,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.315629,15.691284,14.779418
2305843015484181688,-3.0849583619767033e-06,8.321440946819416e-06,7532.705202548364,STAR,GPSF,0.028651418,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.753105,19.7705,17.737827
2305843015509345073,-7.303726111008242e-05,1.6843577081727086e-06,10582.867417462103,STAR,GPSF,0.035340983,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.284882,16.74905,15.634531
2305843015513543501,-0.0001113013572237497,3.2450451104151514e-06,10474.334523575842,STAR,GPSF,0.0129005695,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.54836,18.361366,16.670021
2305843015517734570,0.000170871483092919,6.378787742821489e-06,9215.90804735209,STAR,GPSF,0.029530644,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.484285,19.391367,17.548748
2305843015589036627,3.355857168046051e-05,2.743100380776148e-06,8891.584745157574,STAR,GPSF,0.010721383,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.688606,17.125118,16.093391
2305843015589043195,-0.00012670351893639972,5.2823537114956675e-06,7587.387689825827,STAR,GPSF,0.009650915,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.940563,18.35442,17.235329
2305843015589042855,2.0827512386573148e-05,3.267388058658579e-07,120539.6317404804,STAR,GPSF,0.010044319,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.049908,13.491687,12.460484
2305843015593230365,2.5960070155250613e-05,2.447349999772416e-06,14566.18418242845,STAR,GPSF,0.012899949,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.059664,17.832876,16.190937
2305843015597425266,-0.00031970784190068645,4.392199619935997e-06,7044.08897487674,STAR,GPSF,0.012854711,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.849186,18.308538,17.185627
2305843015597428857,1.4634478066004361e-05,6.581197210912294e-06,9126.668133518617,STAR,GPSF,0.0060571907,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.801125,19.989853,17.667337
2305843015597434094,-0.00022183883417123968,1.3463968875576634e-06,18739.182113840427,STAR,GPSF,0.0064752456,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.661903,16.19017,14.96443
2305843015601620627,6.746817764042824e-05,8.258951169106666e-07,88986.68254165912,STAR,GPSF,0.013454497,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.492272,16.69869,14.402588
2305843015610011757,-0.00019325980005758912,3.8365942926621865e-06,8461.061543306456,STAR,GPSF,0.03023922,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.910868,17.300676,16.373056
2305843015610015165,-0.00027533772996263207,3.2901699269034837e-06,10186.175116569744,STAR,GPSF,0.043683637,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.535185,18.290731,16.651815
2305843015618404257,-0.00019014716864536871,1.2209957888395897e-06,15130.772489367668,STAR,GPSF,0.04604622,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.315017,15.692463,14.765376
2305843015618400470,-5.411822124252827e-06,2.3584068835045597e-07,668046.0630514729,STAR,GPSF,0.017961217,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.529978,13.214061,11.751077
2305843015626789082,-0.00014012410176372184,1.5405779018437106e-06,12080.925593638423,STAR,GPSF,0.00930212,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.523346,16.985525,15.693219
2305843015630983345,-8.7612201653374e-05,1.5575045626829577e-06,11665.527518820687,STAR,GPSF,0.008482225,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.060162,16.471645,15.488493
2305843015639372650,-0.00012168310019277844,1.1622709898244485e-06,13121.448571757397,STAR,GPSF,0.011539532,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.767559,16.23213,15.1498165
2305843015643562814,-0.0002990272364452211,2.758357624469194e-06,17184.730772178005,STAR,GPSF,0.01364774,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.229076,18.279476,16.198969
2305843015647757236,-0.00023514291095046036,6.890561389621279e-06,8971.303503075022,STAR,GPSF,0.0077048694,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.44925,19.30037,17.536465
2305843015798774014,1.1971621589439188e-05,6.730367272914829e-06,8462.960383110423,STAR,GPSF,0.06356309,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.49301,17.743917,17.00846
2305843016201465484,-2.3186965209673415e-05,5.225429317803725e-07,52765.140545454065,STAR,GPSF,0.13934755,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.070498,14.532778,13.425145
2305843016226602754,-0.00018779242114043778,1.687669337320893e-06,26641.305105055588,STAR,GPSF,0.19939679,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.858015,16.247942,15.321161
2305843016583101216,-0.00019904712162716878,1.4700630426446466e-06,13580.225174873907,STAR,GPSF,0.063031375,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.801268,16.231441,15.222528
2305843016583104846,-0.0001362580511668727,1.0331746361775642e-06,24018.643713117297,STAR,GPSF,0.061744098,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.660988,15.090779,14.069304
2305843016587288687,5.8431375471663116e-05,2.9493682327431063e-06,8453.686808923847,STAR,GPSF,0.050483596,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.878721,17.375746,16.237078
2305843016587289145,-0.00015509864929533478,2.1789623418924723e-06,12496.86713414974,STAR,GPSF,0.051100787,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.851067,16.150835,15.393636
2305843017027683610,-5.092794423850133e-05,1.259800535295199e-06,19877.07252339288,STAR,GPSF,0.008945701,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0792,16.676598,15.355474
2305843017052855898,-0.000135512624163319,7.166194680366818e-07,38267.48241764469,STAR,GPSF,0.014210679,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.756186,16.38944,15.008397
2305843017052857756,9.020637981753491e-05,7.851778136914885e-06,7475.018124595743,STAR,GPSF,0.012251543,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.619293,17.882233,17.19495
2305843017073825177,-6.194724640516286e-05,6.173160552250637e-07,35897.249114272534,STAR,GPSF,0.009278392,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.82855,14.091,13.409992
2305843017078017342,-7.04065981327168e-05,8.366582502910667e-07,99390.41356090801,STAR,GGAL,0.013869012,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.557232,16.315716,14.399505
2305843017082218244,0.00016348840167537424,5.7630796927806564e-06,8378.880523138721,STAR,GPSF,0.010621352,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.34591,19.051455,17.53514
2305843017090605549,0.00011521446293247825,3.943999480537948e-06,8321.628995061597,STAR,GPSF,0.010385647,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.086208,17.412914,16.59356
2305843017094794350,-2.427245842971189e-05,7.543860750103411e-07,26531.18549850687,STAR,GPSF,0.009892448,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.111472,14.477046,13.584654
2305843017111576056,-0.00039721087983132834,4.817528975308519e-06,8649.402565415512,STAR,GPSF,0.016127937,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.649277,18.034212,17.094301
2305843017115773231,0.00010613789245846022,6.892225646204521e-07,27545.251818817444,STAR,GPSF,0.012179299,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.138896,14.500214,13.592478
2305843017199657563,-7.311348780008559e-05,1.7168438968676243e-06,14486.121029197304,STAR,GPSF,0.029229665,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.815735,16.121574,15.343514
2305843017208041974,2.003916502118199e-05,5.612583957886697e-06,9446.234027475422,STAR,GPSF,0.024302823,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.813656,20.119646,17.624332
2305843017245786143,-6.133914506381995e-05,1.0207833614838143e-06,44229.713726390626,STAR,GPSF,0.13274862,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.536727,14.887262,14.013445
2305843017518426792,4.692332856698755e-05,6.601077460183184e-07,31538.691242697023,STAR,GPSF,0.09452265,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.006791,14.350769,13.5006695
2305843017518437727,-0.000225818719977517,1.2814216193315398e-06,81812.64720667234,STAR,GPSF,0.14231662,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7333975,16.293478,15.030751
2305843017522634245,-0.00013995124372220564,7.405769130096076e-06,7448.153909928513,STAR,GPSF,0.08215459,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.012806,18.460331,17.417425
2305843017606505407,-0.0003277791221179871,2.054540184393453e-06,14308.198784682005,STAR,GPSF,0.08706023,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.01014,16.374899,15.480202
2305843017606509262,-6.59743898031692e-05,3.372945626225411e-06,8349.185812587055,STAR,GPSF,0.020205181,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.170607,17.503014,16.695324
2305843017614899209,-4.078801734463507e-05,3.679952240363408e-07,80125.36642923659,STAR,GPSF,0.038437326,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.198381,14.681731,13.573351
2305843017619082219,-7.878493083096448e-05,5.179230638796197e-07,61038.834832808236,STAR,GPSF,0.06018728,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.568487,13.882809,13.093822
2305843017627473370,4.746383875241699e-05,6.38145074616063e-07,54146.198747921204,STAR,GPSF,0.043910734,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.088515,14.511244,13.507841
2305843017652640135,-0.00048809678671554664,9.537920533626176e-06,8250.83439359828,STAR,GPSF,0.02087502,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.198185,17.43184,16.800621
2305843017682007618,-9.867585597568748e-05,1.407209706606029e-06,15180.216666816415,STAR,GPSF,0.03501838,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.2626505,15.586015,14.7734995
2305843017707181799,0.00013326034881788778,7.762132987331075e-07,30575.078194543978,STAR,GPSF,0.033812735,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.85532,15.204502,14.343858
2305843017707168963,-5.824634439152208e-05,5.325312136717961e-06,7386.317707303387,STAR,GPSF,0.039005324,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.437498,17.790188,16.935131
2305843017723940562,-0.00020856685343474565,2.0767332101448045e-06,11168.982167257049,STAR,GPSF,0.032337513,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.029808,17.660528,16.294432
2305843017728131443,-0.00036776337946936544,1.1309066956683531e-06,19786.275069014417,STAR,GPSF,0.057941936,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.935836,16.470205,15.257778
2305843017803634392,-0.00016122043529708595,3.018224286791542e-06,7960.980937398283,STAR,GPSF,0.0443796,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.736288,17.034357,16.250652
2305843017807841229,-2.6145183981686603e-05,4.159760908036489e-06,8729.309969071308,STAR,GPSF,0.04581734,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.607199,16.920143,16.120306
2305843017816221561,-0.0002868389802089166,7.551206252982024e-06,8334.79283280837,STAR,GPSF,0.055022858,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.53181,19.0591,17.832972
2305843017820424550,-1.2904665534566628e-05,3.160727871390063e-06,9235.63290363606,STAR,GPSF,0.04174811,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.3325,16.672918,15.815682
2305843017820415300,-0.00017872924864139616,2.0583948600542474e-06,14013.682543882027,STAR,GPSF,0.04382797,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.374734,15.68448,14.893653
2305843017950431439,-9.828291564875287e-05,3.7754599142909747e-07,140939.16900740316,STAR,GGAL,0.025471117,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.939795,14.5495205,13.182917
2305843017967219676,-0.0002794247831775229,4.587292775836219e-06,7416.516583093347,STAR,GPSF,0.029187907,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.983267,18.534544,17.250786
2305843017992379428,1.2397211490369735e-05,1.912412258953436e-06,25802.97403535316,STAR,GPSF,0.032809798,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.828705,17.855877,15.819494
2305843018038514638,-0.00013857719576473515,5.687878428251192e-07,265710.9966618676,STAR,GPSF,0.021562813,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.852564,16.21656,13.700867
2305843018038521671,3.303247570927644e-05,1.5125378799355943e-06,28301.25528354517,STAR,GPSF,0.022937788,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.969248,18.376047,15.781134
2305843018059487155,-3.594235713939547e-05,4.319646455961011e-06,7598.092870275428,STAR,GPSF,0.033752464,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.066877,18.635626,17.398005
2305843018059488958,2.7058005473201252e-05,1.3070302100171107e-05,7638.598966103011,STAR,GPSF,0.04273511,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,-99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9496,19.421225,18.235277
